project_id,project_name,address,neighborhood,status,units_total,permit_count,valuation_total,first_date_received,last_date_issued,last_final_date,developer,permit_case_id,source_url,last_updated
2021-LOG-0001572,57 N ELATI ST,57 N ELATI ST,Baker,Under Construction,5,5,1268032.0,2021-03-23,2023-03-30,,CITY SIDE REMODELING LLC,2021-LOG-0001572,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0005930,6107 N Dunkirk ST 1 UNIT,6107 N Dunkirk ST 1 UNIT,DIA,Under Construction,5,5,960664.0,2025-01-14,2025-02-26,,RHINO RESIDENTIAL LLC,2023-LOG-0005930,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2024-LOG-0008365,3126 W Bonfils Pl,3126 W Bonfils Pl,Harvey Park South,Under Construction,5,5,1412000.0,2024-10-01,2024-12-13,,THB LORETTO MF LLC,2024-LOG-0008365,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0010740,6455 N DUNKIRK ST,6455 N DUNKIRK ST,DIA,Under Construction,5,5,701735.0,2021-09-24,2022-02-24,,WILLIAM LYON HOMES INC,2021-LOG-0010740,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0010733,19248 E 64TH PL,19248 E 64TH PL,DIA,Under Construction,5,5,701735.0,2021-09-21,2022-02-24,,WILLIAM LYON HOMES INC,2021-LOG-0010733,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0001639,532 N GOLFERS WAY 103 UNIT,532 N GOLFERS WAY 103 UNIT,Lowry Field,Under Construction,5,5,1706430.0,2022-04-18,2022-12-12,,700 BUILDERS LLC,2022-LOG-0001639,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0004394,6164 N CEYLON ST 3 UNIT,6164 N CEYLON ST 3 UNIT,DIA,Under Construction,5,5,754771.0,2023-06-23,2023-08-22,,RHINO RESIDENTIAL LLC,2023-LOG-0004394,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0001669,532 N GOLFERS WAY 832 UNIT,532 N GOLFERS WAY 832 UNIT,Lowry Field,Under Construction,5,5,1706430.0,2022-04-19,2022-12-15,,700 BUILDERS LLC,2022-LOG-0001669,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0004397,19192 E 62ND AVE 1 UNIT,19192 E 62ND AVE 1 UNIT,DIA,Under Construction,5,5,740922.0,2023-06-27,2023-09-26,,RHINO RESIDENTIAL LLC,2023-LOG-0004397,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0008839,1370 N Lowell 2,1370 N Lowell 2,West Colfax,Under Construction,5,5,1423225.0,2023-05-11,2025-03-24,,COLUMBINE HOME BUILDERS,2022-LOG-0008839,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0001533,4409 N JOSEPHINE ST,4409 N JOSEPHINE ST,Elyria Swansea,Under Construction,5,5,530500.0,2022-03-31,2022-10-11,,JT CONSTRUCTION SOLUTIONS,2022-LOG-0001533,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0004977,3460 W 14TH AVE,3460 W 14TH AVE,West Colfax,Under Construction,5,5,910000.0,2021-11-29,2022-10-28,,REDT CONSTRUCTION LLC,2021-LOG-0004977,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2024-LOG-0008052,2867 S Pancratia St,2867 S Pancratia St,Harvey Park South,Under Construction,5,5,1392000.0,2024-08-30,2024-10-07,,THB LORETTO MF LLC,2024-LOG-0008052,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0001672,532 N GOLFERS WAY 1041 UNIT,532 N GOLFERS WAY 1041 UNIT,Lowry Field,Under Construction,5,5,1706430.0,2022-04-19,2022-11-10,,700 BUILDERS LLC,2022-LOG-0001672,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0014978,6570 N BISCAY ST,6570 N BISCAY ST,DIA,Under Construction,5,5,701745.0,2021-12-08,2022-10-05,,WILLIAM LYON HOMES INC,2021-LOG-0014978,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0015136,19008 E 64TH PL,19008 E 64TH PL,DIA,Under Construction,5,5,701745.0,2021-12-09,2022-04-11,,WILLIAM LYON HOMES INC,2021-LOG-0015136,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0004402,19102 E 62ND AVE 2 UNIT,19102 E 62ND AVE 2 UNIT,DIA,Under Construction,5,5,740943.0,2023-06-23,2023-08-22,,RHINO RESIDENTIAL LLC,2023-LOG-0004402,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0014559,6500 N BISCAY ST,6500 N BISCAY ST,DIA,Under Construction,5,5,701745.0,2021-12-01,2022-06-22,,WILLIAM LYON HOMES INC,2021-LOG-0014559,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0013946,1469 N Winona Ct 2 Unit,1469 N Winona Ct 2 Unit,West Colfax,Under Construction,5,5,1040000.0,2024-02-09,2025-10-08,,J&M DEVELOPMENT,2023-LOG-0013946,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2025-LOG-0008880,4388 N Rifle TOWNHOME,4388 N Rifle TOWNHOME,Gateway - Green Valley Ranch,Under Construction,5,5,961869.0,2025-09-23,2025-12-01,,PAULSCORP LLC,2025-LOG-0008880,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2025-LOG-0003748,2858 S Machebeuf,2858 S Machebeuf,Harvey Park South,Under Construction,5,5,1432000.0,2025-05-15,2026-01-16,,THB LORETTO MF LLC,2025-LOG-0003748,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0004385,1225 N Newton ST,1225 N Newton ST,West Colfax,Under Construction,4,5,789700.0,2022-05-23,2025-07-16,,J&M DEVELOPMENT,2022-LOG-0004385,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2024-LOG-0012052,1306 N Raleigh St,1306 N Raleigh St,West Colfax,Under Construction,4,5,564000.0,2025-02-19,2025-11-20,,COLUMBINE HOME BUILDERS,2024-LOG-0012052,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0005479,888 S VALENTIA ST 18-101 BLDG,888 S VALENTIA ST 18-101 BLDG,Windsor,Under Construction,4,4,910798.0,2021-05-20,2021-06-15,,KOELBEL URBAN HOMES LLC,2021-LOG-0005479,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0014504,10058 E 62ND AVE,10058 E 62ND AVE,Central Park,Under Construction,4,4,1314004.0,2021-12-06,2022-02-10,,BROOKFIELD (COLORADO) MANAGEMENT LLC,2021-LOG-0014504,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0009746,888 S VALENTIA ST 20-101 BLDG,888 S VALENTIA ST 20-101 BLDG,Windsor,Under Construction,4,4,852224.0,2021-08-18,2021-10-04,,KOELBEL URBAN HOMES LLC,2021-LOG-0009746,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0009549,2008 S HOLLY ST UNIT 4,2008 S HOLLY ST UNIT 4,Virginia Village,Under Construction,4,4,536340.0,2021-08-30,2021-10-05,,"LOKAL COMMUNITIES, LLC",2021-LOG-0009549,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0016304,2014 S HOLLY ST 4 UNIT,2014 S HOLLY ST 4 UNIT,Virginia Village,Under Construction,4,4,536340.0,2022-01-13,2022-06-14,,"LOKAL COMMUNITIES, LLC",2021-LOG-0016304,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0010824,6488 N DANUBE ST,6488 N DANUBE ST,DIA,Under Construction,4,4,543510.0,2021-09-21,2022-02-24,,WILLIAM LYON HOMES INC,2021-LOG-0010824,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0000556,10099 E 62ND AVE 1106,10099 E 62ND AVE 1106,Central Park,Under Construction,4,4,1292272.0,2022-02-09,2022-04-19,,BROOKFIELD (COLORADO) MANAGEMENT LLC,2022-LOG-0000556,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0014507,10108 E 62ND AVE,10108 E 62ND AVE,Central Park,Under Construction,4,4,1313334.0,2021-11-29,2022-02-02,,BROOKFIELD (COLORADO) MANAGEMENT LLC,2021-LOG-0014507,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0000935,10138 E 62ND AVE 1105,10138 E 62ND AVE 1105,Central Park,Under Construction,4,4,1292272.0,2022-02-09,2022-03-08,,BROOKFIELD (COLORADO) MANAGEMENT LLC,2022-LOG-0000935,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0014078,6475 N DUNKIRK ST,6475 N DUNKIRK ST,DIA,Under Construction,4,4,543520.0,2021-11-23,2022-02-24,,WILLIAM LYON HOMES INC,2021-LOG-0014078,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0001798,2030 S HOLLY ST 4 UNIT,2030 S HOLLY ST 4 UNIT,Virginia Village,Under Construction,4,4,536340.0,2022-03-05,2022-07-14,,"LOKAL COMMUNITIES, LLC",2022-LOG-0001798,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0009304,19290 E 59th 8,19290 E 59th 8,DIA,Under Construction,4,4,1100440.0,2023-09-20,2024-04-07,,HASELDEN CONSTRUCTION LLC,2023-LOG-0009304,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2024-LOG-0012078,2024 S Holly St 2 Unit,2024 S Holly St 2 Unit,Virginia Village,Under Construction,4,4,612924.0,2025-02-20,2025-05-12,,"LOKAL COMMUNITIES, LLC",2024-LOG-0012078,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2024-LOG-0011221,2076 S Holly St 4 Unit,2076 S Holly St 4 Unit,Virginia Village,Under Construction,4,4,710276.0,2024-11-22,2025-03-17,,"LOKAL COMMUNITIES, LLC",2024-LOG-0011221,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0001236,2022 S HOLLY ST 1 UNIT,2022 S HOLLY ST 1 UNIT,Virginia Village,Under Construction,4,4,536340.0,2022-02-23,2022-09-19,,"LOKAL COMMUNITIES, LLC",2022-LOG-0001236,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0016305,2016 S HOLLY ST 3 UNIT,2016 S HOLLY ST 3 UNIT,Virginia Village,Under Construction,4,4,536340.0,2022-01-13,2022-02-10,,"LOKAL COMMUNITIES, LLC",2021-LOG-0016305,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2025-LOG-0001341,2060 S Holly St 1 Unit,2060 S Holly St 1 Unit,Virginia Village,Under Construction,4,4,612924.0,2025-03-03,2025-05-28,,"LOKAL COMMUNITIES, LLC",2025-LOG-0001341,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0005123,3079 W BATES AVE,3079 W BATES AVE,Harvey Park South,Under Construction,4,4,950358.0,2023-06-05,2023-12-31,,THB LORETTO MF LLC,2023-LOG-0005123,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2024-LOG-0012396,888 S Valentia St 101 Unit,888 S Valentia St 101 Unit,Windsor,Under Construction,4,4,821386.0,2024-12-23,2025-02-03,,KOELBEL URBAN HOMES LLC,2024-LOG-0012396,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0002256,2034 S HOLLY ST 1 UNIT,2034 S HOLLY ST 1 UNIT,Virginia Village,Under Construction,4,4,536340.0,2022-03-22,2022-05-17,,"LOKAL COMMUNITIES, LLC",2022-LOG-0002256,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0004407,19122 E 62ND AVE 3 UNIT,19122 E 62ND AVE 3 UNIT,DIA,Under Construction,4,4,610803.0,2023-07-17,2023-10-06,,RHINO RESIDENTIAL LLC,2023-LOG-0004407,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0010653,4560 W 13TH,4560 W 13TH,West Colfax,Under Construction,4,4,1151077.0,2021-10-05,2022-04-06,,NELSON & SON CONSTRUCTION SERVICE INC,2021-LOG-0010653,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0005766,1980 S HOLLY ST 2 UNIT,1980 S HOLLY ST 2 UNIT,Virginia Village,Under Construction,4,4,536340.0,2021-07-02,2021-08-03,,"LOKAL COMMUNITIES, LLC",2021-LOG-0005766,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0016461,9968 E 62ND 1106,9968 E 62ND 1106,Central Park,Under Construction,4,4,1298122.0,2022-01-27,2022-03-08,,BROOKFIELD (COLORADO) MANAGEMENT LLC,2021-LOG-0016461,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0001347,10129 E 62ND AVE 1106,10129 E 62ND AVE 1106,Central Park,Under Construction,4,4,1292272.0,2022-03-04,2022-04-19,,BROOKFIELD (COLORADO) MANAGEMENT LLC,2022-LOG-0001347,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0015991,6550 N DANUBE ST,6550 N DANUBE ST,DIA,Under Construction,4,4,543520.0,2021-12-29,2022-05-17,,WILLIAM LYON HOMES INC,2021-LOG-0015991,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0010328,2004 S HOLLY ST UNIT 4,2004 S HOLLY ST UNIT 4,Virginia Village,Under Construction,4,4,536340.0,2021-09-29,2021-10-05,,"LOKAL COMMUNITIES, LLC",2021-LOG-0010328,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0015850,6557 N DUNKIRK ST,6557 N DUNKIRK ST,DIA,Under Construction,4,4,543520.0,2022-01-24,2022-05-16,,WILLIAM LYON HOMES INC,2021-LOG-0015850,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0013899,2010 S HOLLY ST 4 UNIT,2010 S HOLLY ST 4 UNIT,Virginia Village,Under Construction,4,4,536340.0,2021-11-16,2021-12-08,,"LOKAL COMMUNITIES, LLC",2021-LOG-0013899,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2025-LOG-0002069,2062 S Holly St 1 Unit,2062 S Holly St 1 Unit,Virginia Village,Under Construction,4,4,612924.0,2025-03-28,2025-06-16,,"LOKAL COMMUNITIES, LLC",2025-LOG-0002069,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0001238,2026 S HOLLY ST 3 UNIT,2026 S HOLLY ST 3 UNIT,Virginia Village,Under Construction,4,4,536340.0,2022-02-22,2022-10-03,,"LOKAL COMMUNITIES, LLC",2022-LOG-0001238,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0005136,3093 W BATES AVE,3093 W BATES AVE,Harvey Park South,Under Construction,4,4,940060.0,2023-06-05,2023-12-31,,THB LORETTO MF LLC,2023-LOG-0005136,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2024-LOG-0011225,2078 S Holly St 3 Unit,2078 S Holly St 3 Unit,Virginia Village,Under Construction,4,4,910277.0,2024-11-22,2025-03-17,,"LOKAL COMMUNITIES, LLC",2024-LOG-0011225,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0002631,2038 S HOLLY ST 3 UNIT,2038 S HOLLY ST 3 UNIT,Virginia Village,Under Construction,4,4,536340.0,2022-03-17,2022-05-10,,"LOKAL COMMUNITIES, LLC",2022-LOG-0002631,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0001275,879 30TH ST,879 30TH ST,Five Points,Under Construction,4,4,901900.0,2021-05-05,2021-07-29,,LUMEN HOMES LLC,2021-LOG-0001275,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0007689,2468 W Argyle,2468 W Argyle,Highland,Under Construction,4,4,1080000.0,2023-07-28,2024-05-14,,DENVER BUILDERS INC,2023-LOG-0007689,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0008999,888 S VALENTIA ST 19-102 UNIT,888 S VALENTIA ST 19-102 UNIT,Windsor,Under Construction,4,4,949163.0,2021-08-12,2021-08-25,,KOELBEL URBAN HOMES LLC,2021-LOG-0008999,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0001668,532 N GOLFERS WAY 729 UNIT,532 N GOLFERS WAY 729 UNIT,Lowry Field,Under Construction,4,4,1365144.0,2022-04-19,2022-12-12,,700 BUILDERS LLC,2022-LOG-0001668,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2024-LOG-0002084,2050 S Holly St 4 Unit,2050 S Holly St 4 Unit,Virginia Village,Under Construction,4,4,612699.0,2024-04-03,2024-05-09,,"LOKAL COMMUNITIES, LLC",2024-LOG-0002084,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0001660,532 N GOLFERS WAY 415 UNIT,532 N GOLFERS WAY 415 UNIT,Lowry Field,Under Construction,4,4,1365144.0,2022-04-19,2022-11-10,,700 BUILDERS LLC,2022-LOG-0001660,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0014746,6526 N BISCAY ST,6526 N BISCAY ST,DIA,Under Construction,4,4,543520.0,2021-12-07,2022-10-05,,WILLIAM LYON HOMES INC,2021-LOG-0014746,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0015534,6658 N ARGONNE ST,6658 N ARGONNE ST,DIA,Under Construction,4,4,584239.0,2021-12-16,2022-11-10,,WILLIAM LYON HOMES INC,2021-LOG-0015534,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0002962,3718 W 1st Ave,3718 W 1st Ave,Barnum,Under Construction,4,4,860054.0,2023-05-15,2024-06-05,,REDT CONSTRUCTION LLC,2023-LOG-0002962,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0009298,19290 E 59th 501,19290 E 59th 501,DIA,Under Construction,4,4,1046696.0,2023-09-20,2024-03-07,,HASELDEN CONSTRUCTION LLC,2023-LOG-0009298,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2024-LOG-0012044,4181 N Salida Way,4181 N Salida Way,Gateway - Green Valley Ranch,Under Construction,4,4,782822.0,2025-04-18,2025-05-20,,PAULSCORP LLC,2024-LOG-0012044,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2023-LOG-0000365,4127 N TEJON ST,4127 N TEJON ST,Sunnyside,Under Construction,4,4,1800000.0,2023-04-21,2023-11-07,,Q BUILDERS,2023-LOG-0000365,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2024-LOG-0002086,2032 S Holly ST 1 UNIT,2032 S Holly ST 1 UNIT,Virginia Village,Under Construction,4,4,612924.0,2024-04-08,2024-07-01,,"LOKAL COMMUNITIES, LLC",2024-LOG-0002086,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0001348,10177 E 62ND AVE 1104,10177 E 62ND AVE 1104,Central Park,Under Construction,4,4,1292272.0,2022-03-04,2022-04-19,,BROOKFIELD (COLORADO) MANAGEMENT LLC,2022-LOG-0001348,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0012946,2006 S HOLLY ST UNIT 2 UNIT,2006 S HOLLY ST UNIT 2 UNIT,Virginia Village,Under Construction,4,4,536340.0,2021-10-25,2021-11-03,,"LOKAL COMMUNITIES, LLC",2021-LOG-0012946,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2022-LOG-0000937,10188 E 62ND AVE 1106,10188 E 62ND AVE 1106,Central Park,Under Construction,4,4,1292272.0,2022-02-10,2022-03-08,,BROOKFIELD (COLORADO) MANAGEMENT LLC,2022-LOG-0000937,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
2021-LOG-0009929,2002 S HOLLY ST UNIT 3,2002 S HOLLY ST UNIT 3,Virginia Village,Under Construction,4,4,536340.0,2021-08-16,2021-10-08,,"LOKAL COMMUNITIES, LLC",2021-LOG-0009929,https://services1.arcgis.com/zdB7qR0BtYrg0Xpl/arcgis/rest/services/ODC_DEV_RESIDENTIALCONSTPERMIT_P/FeatureServer,2026-02-16
